Tweet;Classificação
inclusive hoje levarei um abaixo assinado contra a reforma da previdência então quem for pode chegar em mim e assinar nosso futuro agradece;Negativo
Se o Bolsonaro marcar uma entrevista coletiva com a Damares por dia, ele aprova a reforma da previdência com 76 anos pra homens e 77 pra mulheres e a imprensa não vai nem reparar;Negativo
Primeiro arrume nosso país, para depois ajudar o vizinho, ok. A reforma da previdência pra mulheres a idade mínima é uma vergonha👍;Negativo
GENTE VEJAM SÓ USOU DADOS FALSOS PARA DEFENDER A REFORMA DA PREVIDÊNCIA --- IMAGINA O QUE VÃO FAZER DEPOIS... ;Negativo
REFORMA IMORAL, DESUMANA E PERVERSA. SENHORES DEPUTADOS (AS) VAMOS SEPULTAR ESSA REFORMA DA PREVIDÊNCIA MALDITA ;Negativo
JN como sempre sem nenhum contraditorio. Nenhuma critica que o modelo Chileno de reforma da previdencia que o Paulo Guedes quer implantar no Brasil copiada da era Pinochet, deu errado no Chile, levando aposentados ao suicidio;Negativo
Estaremos juntos Presida! Que a esquerda pare de mimimi, arregace as mangas e vamos trabalhar! #LulaLivre #LavaJatoRoubaOBrasil NAO a reforma da previdência!;Negativo
"Caríssimase Caríssimos, Se passar no senado, estaremos fudidos e mal pagos! Reforma da Previdência: minuta vazada é mais dura que proposta de Temer; veja o que mudaria na prática https://www.infomoney.com.br/mercados/noticia/7918323/reforma-previdencia-minuta-vazada-mais-dura-que-proposta-temer-veja";Negativo
A Reforma Trabalhista empobreceu a população e a chamada reforma da Previdência vai no mesmo caminho. Empobrecida, como tem acontecido, ela não consome. Sem consumo, não há crescimento. Sem crescimento não há emprego. Os ideólogos neoliberais não conseguem entender isso.;Negativo
Derrotar nas ruas a reforma da previdência de Doria! ;Negativo
A reforma da Previdência de Bolsonaro ataca direitos previdenciários e trabalhistas ao mesmo quando propõe a criação de um novo regime previdenciário, a capitalização, que acaba com a contribuição previdenciária dos empresários. #SextaTemGreve;Negativo
Acompanhe agora a live no facebook do @SINDIMEDSE sobre a reforma da #previdência . Estamos participando deste bate papo com os médicos sobre o massacre dessa reforma. Participe conosco! https://www.facebook.com/sindimedse/videos/418992502056753/;Negativo
Kit picareta agora não é só reforma da previdência, agora mudou disco? Reforma fiscal assim vão enrolando à população. Analistas diziam reforma da previdência, reforma trabalhista vai impulsionar à econômica? Agora só mercado não vai resolver o problema do Brasil? #GNewsEmPonto;Negativo
FALTAM 3 DIAS A contagem regressiva para a luta pela nossa aposentadoria segue firme. Junte-se a nós e a milhares de educadores que vão parar contra a Reforma da Previdência nesta quarta (15), às 10h, no Museu da República. #Participe #GreveNacionalDaEducação;Negativo
Retira algumas propostas, mas continua terrível. mantendo a idade minima, apesar do tempo de contribuição. Retira a previdência da constituição (grande vitória pós reabertura democrática) essa reforma é cruel e desumana. Ricos cada vez mais ricos Pobres virando miseráveis. ;Negativo
Ué ? Não ia zerar o déficit em um ano ? Vender estatais ? Nenhuma dessas promessas de campanha dependia de reforma da previdência . Pelo menos no discurso . Bastava saber fazer e a vontade de fazer ;Negativo
O Ciro Gomes defendia uma reforma da previdência bem diferente dessa aí. Aí que está a pegadinha. Ou ela é burra ou mal caráter pra dizer que era igual.;Negativo
"Previdência social é nossa de todo mundo. Diga não a reforma da previdência social. em Salvador, Bahia, Brazil https://www.instagram.com/p/Bvkqln0A5EI/?utm_source=ig_twitter_share&amp;igshid=1i5qyek0an5lp";Negativo
Sou professora aposentada. Sou contra a Reforma da Previdência.;Negativo
"1. Tira a Dilma que melhora; 2. Põe o Michel que melhora; 3. A reforma trabalhista ajudará a criar milhares/milhões de postos de emprego; 4. Põe o Bolsonaro que melhora; 5. A reforma da previdência criará novos empregos; ... Loading!";Negativo
Tá,mas o que ele fez até agora? Quais mudanças positivas ele fez? Cortes na educação,fim de ministérios,reforma da previdência q beneficia só alguns,cargos pra filhos,liberação de agrotóxicos,perdão de dívidas pra empresários,no que isso melhorou o país?;Negativo
Sabe aqueles velhinhos que pegam o ônibus de manhã e vocês reclamam dizendo que vão pro centro nesse horário? Daqui uns anos vão ser vocês, mas com a reforma da previdência, indo pro trabalho KKKKKKKKKKKKKKK Sad;Negativo
Proposta da reforma da previdência do Maia também acaba com direito à aposentadoria ;Negativo
Viúvas pobres, um alvo frágil da reforma da Previdência https://brasil.elpais.com/brasil/2019/07/29/economia/1564427998_332628.html via @elpais_brasil;Negativo
Trabalhador de baixa renda é quem mais perde na reforma da previdência ;Negativo
SOB RISCO: Governo planeja aprovar reforma administrativa logo após a tramitação da PEC da Previdência. Medidas representam desmonte do serviço público com prejuízos para os trabalhadores ;Negativo
Os canalhas estão unidos em prol da reforma da previdência eles querem nosso sangue;Negativo
NÃO sou a favor da reforma da previdência ! Trabalhar até os 80 anos ... ;Negativo
E como se os planos econômicos emergenciais em curso fossem salvar vidas da fome e da miséria, e não apenas beneficiar aqueles que não correm nenhum risco. Vide a reforma da previdência.;Negativo
Passou a reforma da previdência, agora é só esperar a chuva de dinheiro. O Brasil vai ficar rico, vamos faturar um trilhãoooo... #Ironia #Deboche;Negativo
Hoje é o primeiro dia de um mês que deve ser de muita luta e mobilização. Além do Carnaval da resistência e do escracho ao governo, teremos o 8 de março da luta das mulheres, o 14 para exigir justiça para Marielle e o 22 de enfrentamento à reforma da previdência. Povo na rua!;Negativo
#QueReformaÉEssa ? Trabalhadores CONTRA a Reforma da Previdência. 62.427 pessoas já assinaram. Ajude a chegar a 75.000! ;Negativo
o Gov. Eduardo Leite, que apoiou Bolsonaro, acaba se revelando um verdadeiro Bolsokid, estende as chantagens ao funcionalismo gaúcho para que a reforma da previdência(morrer na miséria) seja aprovada sem modificações.. Eduardo Leite é um verme, e sim, eu já sabia!!;Negativo
‘Reforma’ da Previdência prejudica trabalhadores de todos os setores #ReajaAgora #ReformaDaPrevidênciaNão https://bit.ly/33TjSev;Negativo
Paulo Guedes, ministro da economia, além de economista ultra liberal é tb banqueiro. Com a reforma da previdência, as aposentadorias serão transformadas em títulos de capitalização, os quais, adivinha, são VENDIDOS pelos bancos - inclusive, o dele! rs;Negativo
#ReformaDaPrevidência Nunca foi o motivo de estagnação econômica, que reside hoje na incompetência e ganância de Paulo Guedes e seus mau feitores. Atrasou o país e sacrificou milhões de trabalhadores ainda desempregados e daqueles que já perderam a esperança. É de fato infame! ;Negativo
Hoje tem paralisação à defesa o da educação e contra a reforma da previdência... PUCCAMP EU TE AMO;Negativo
Conexão Servidor Público: CONTRA A REFORMA DA PREVIDÊNCIA - MANIFESTAÇÃO NO ... https://souservidor.blogspot.com/2019/03/contra-reforma-da-previdencia.html?spref=tw;Negativo
E aprovaram a Reforma da Previdência, era só o que faltava;Negativo
A reforma da Previdência de Bolsonaro já deu errado há 45 anos no Chile de Pinochet https://nocaute.blog.br/2019/01/14/a-reforma-da-previdencia-de-bolsonaro/ via @nocautefm;Negativo
"O (des)governo desviou 1 bilhão da Educação p/ pagar deputados que votassem pela reforma da previdência que atende aos interesses do mercado. A dep. Tabata Amaral, adepta à educação, disse ""sim, senhor!"" ao mercado, votando pela reforma. #Dia13ERua";Negativo
Porto Alegre: Juventude nas ruas por Educação e Contra a Reforma da Previdência (Com Vídeo e fotos) ;Negativo
A REFORMA DA PREVIDÊNCIA É ESSENCIAL SÓ PARA GLOBO! 🚽 #NãoReformaPrevidência;Negativo
Com a reforma da previdência, avançamos no meio das cinzas de um país calcinado pela corrupção ;Negativo
Votou a favor da reforma da Previdência, não confio. Não dá pra cair no papinho nem-esquerda-nem-direita. Vai votar conosco em outras matérias? Talvez. Mas na hora do vamuvê vota como se patrão fosse. Sororidade tem limite. Bom dia.;Negativo
O relator da reforma da Previdência na CCJ, deputado Marcelo Freitas (PSL-MG), vai dar seu parecer sobre a constitucionalidade da PEC 006 nesta terça (9). Saiba como pressionar os parlamentares a votarem contra a reforma da Previdência. Veja aqui http://bit.ly/2GdjihT;Negativo
"Ver a UFPel, o IFSC emitir nota de que podem ter que fechar as atividades por não ter como se sustentar é muito triste. Claro que isso aí é também uma certa pressão pra aprovarem a reforma da previdência, só pra depois dizer que ""conseguiram"" voltar a investir em educação";Negativo
Daniel Coelho/Fernando Bezerra , mude sua postura frente a essa indecente reforma da previdência proposta pelo Guedes. Vocês não serão reeleitos com essa postura anti-cidadã. Ouçam o senador Jaques Wagner (ex-governador da Bahia) ;Negativo
Bom dia. Hoje é dia de #grevegeral contra a reforma nefasta da previdência de Bolsonaro Guedes!;Negativo
"REPITA COMIGO: A REFORMA DA PREVIDENCIA NÃO VAI IMPEDIR O PAÍS DE ""QUEBRAR"" ,O GOVERNO CONTINUA DANDO SUBSÍDIOS A BANQUEIROS E GRANDES EMPRESÁRIOS E TIRANDO DINHEIRO DOS MAIS POBRES";Negativo
Enquanto vcs ficavam compartilhando Johnny Bravo, a Câmara aprovou em segundo tempo, a Reforma da Previdência sem um alardezinho.;Negativo
Eu ainda não tenho uma posição definitiva sobre a #reformadaprevidência. Mas tem duas coisas que me colocam mais para o lado do contra. (+);Negativo
Hoje a aula é na rua! Milhares de educadores(as) e estudantes ocupam a Esquina Democrática neste momento. A nossa luta é por mais empregos, contra os cortes na educação e a Reforma da Previdência. #14J #GreveGeral #GreveGeral14J #GreveGeralPeloBrasil;Negativo
Não tem dinheiro, mas pode gastar 45 MILHÕES DE REAIS com propaganda pra reforma da previdência, não pra economizar, mas deixar o pobre mais pobre. Rico odeia pobre. Bolsoasno tem 15 milhões em bens ;Negativo
Reforma da previdência de Paulo Guedes???? Não somos tapados!;Negativo
e justamente por está falta de consciência de classe que aceitamos e elegemos políticos que não nos representam e defendemos interesses que não nos favorecem.. É preciso unir forças para se mobilizar contra essa Reforma da Previdência que é uma afronta a TODOS trabalhadores...;Negativo
Trabalhadores CONTRA a Reforma da Previdência - Assine a petição! http://chng.it/S7PW2Ttx via @change_br;Negativo
Não vamos esquecer esse nome: ------------------------------------ AUGUSTO COUTINHO ------------------------------------ TRAIU O POVO! Deputado do Solidariedade do PE Traiu o povo e votou a favor da reforma da previdência. #TraidoresDoPovo;Negativo
João Amoedo, pra que você tanto insisti nessa criminosa REFORMA DA PREVIDÊNCIA? fala pra nós qual o seu interesse? Disfarça um pouco!! #TchutchucaDosBanqueiros;Negativo
Assinado!! Trabalhadores CONTRA a Reforma da Previdência - Assine a petição! http://chng.it/WGqJKqmF via @change_br;Negativo
minha mãe dando AULA sobre o absurdo que é essa reforma da previdência. tenho muito orgulho dessa mulher forte e inteligente ♡;Negativo
O Brasil teve a Reforma da Previdência e foi feliz para sempre! #ops #sqn #farsa;Negativo
Se Reforma da Previdência fosse boa para o povo os banqueiros seriam contra.....;Negativo
Previdência não é imposto. Você acha que um cara que tem grana pra comprar um vinhedo na Europa voltaria ao Brasil pra receber um teto máximo de R$5 mil depois de 65 anos? Ou ele ficaria na Europa com seu vinhedo? Pois é, então a reforma da Previdência não vai mudar nada pra ele;Negativo
Desculpe, mas Reforma da Previdência sem Reforma Política é mais uma vez enfiar o dedo no c* do trabalhador, se querem cortar, comecem pela aposentadoria de político de 03 mandatos, regalias de senadores vitalícios, Tudo que Vargas decretou, está ruindo...;Negativo
"Reforma da Previdência de Bozo prevê a obrigatoriedade de idade mínima de 65 anos para homens e mulheres se aposentarem; quem quiser receber 100% do benefício terá de trabalhar 40 anos. E cria um sistema de capitalização, como o do Chile onde aposentados estão morrendo de fome. ";Negativo
A Reforma da Previdência não vai combater privilégios ;Negativo
"A pessoa pode ser abobado, mas o deputado @marcelvanhattem do @partidonovo30 se supera. Agora mesmo ele tava se sentindo vítima de ""racismo"" na votação do relatório da previdência por alguém dizer que a reforma estava sendo discutido por brancos ricos. É mentira, seu ARROMBADO???";Negativo
Quem vota na reforma da previdência não volta. #aListadosTraidores;Negativo
PSL que palhaçada foi aquela ontem em Brasília meu agente Defendendo a reforma da previdência e vcs vendo eles Derrubar veto do presidente eu Não acredito como vcs deixaram Sério como se pode defender a Reforma da previdência com este Jeito da bancada do PSL estão batendo cabeç;Negativo
A gente lutando com a reforma da Previdência e vem Zé Raimundo 😡😡😡 estragando tudo. https://www.facebook.com/BRASILCORRUPTO/videos/391192628097999/;Negativo
Toda vez que vc se achar gado se lembre que tem trabalhador apoiando a reforma da previdência pra trabalhar mais com menos direitos tudo pra que o patrão n fique sem trocar de Ferrari pelo menos 2 vezes em 2019;Negativo
Quem é contra a reforma da previdência nem é gente, é um completo idiota, ta achando que tem macete pra dinheiro infinito;Negativo
E o que vc tem a dizer? Penso que a Reforma da Previdência, que já estava destinada a acontecer, com Bozobosta ou sem porque já vem se arrastando há anos (povo nasceu ontem e deve pensar que foi esse idiota que facilitou) está sendo um dos ptos principais desse acontecimento.;Negativo
Foi deslocado a metade do valor que se pretende economizar em 10 anos com a Reforma da Previdência, através do BNDES: afirma Palocci. Isso consegue ser bem pior que o petrolão. Você ainda acha que a solução... https://www.facebook.com/100009278822437/posts/2314571078862164/;Negativo
Meu irmão acha que a reforma da previdência vai gerar emprego e é o melhor mesmo... #manipuladototal;Negativo
A reforma da previdência está sendo um assunto tão polêmico de todos os lados que se torna cansativo, mas eu sei que nescessário pq envolve o futuro do país.;Negativo
Entao nos ajude aí a derrubar o maldito fundão e votar a reforma da previdencia. #FundãoNãoPrevidênciaSim #MaisFundaoNao querem desviar o foco;Negativo
Subia em palanque do Aecim 👃, ia em micareta do juiz marreco com abadá e tudo, defende reforma da previdência e é os outros que a rotulam e colocam em lado. SOOOOOOOOOOOOONSA!!!;Negativo
Mas pera aí @tradespy1900 A reforma trabalhista ano passado... e agora reforma da previdência... não seriam a solução para a falta de crescimento (PiB)? Agora só com a reforma tributária?! Ah tá... então tá né! PS: Sem Demanda Agregada de Keynes, sem Jogo! #CadêoGuedes;Negativo
Na hora de receber os louros joga pro povão com o trabalho das polícias federais, mas, na reforma da Previdência, só lembrou dos militares, mesmo sabendo que o risco de um e outro nem se compara.;Negativo
Se somados o trabalho remunerado e o doméstico -, serão as mais prejudicadas se a Proposta de Emenda à Constituição (PEC 006/2019) da #ReformaDaPrevidência do governo de @JairBolsonaro for aprovada pelo Congresso Nacional #MulheresContraBolsonaro;Negativo
Quando algum deputado ou senador se manifestar contra a reforma da previdência em nome do pobre, tome cuidado, ele está pensando somente nele.;Negativo
E vc apoiando a desgraça da reforma da previdência. Reforma está que prejudica os professores. De que lado vc esta?;Negativo
Vocês só podem estar de sacanagem, subestimando a inteligência dos brasileiros. Só bla-bla-bla. Pontuam até coisas não realizadas, como a reforma da previdência, e outras abandonadas, como o pacote do Moro. Se colocassem metade do empenho que estão fazendo para o nepotismo...;Negativo
Exemplo de seriedade é deputado ofender ministro que se dispõe a esclarecer a proposta de reforma da Previdência?;Negativo
A reforma da Previdência, além de não combater privilégios, é um ajuste fiscal disfarçado de reforma, que diminui a renda dos mais pobres, dificulta o acesso à aposentadoria e aprofunda desigualdades sociais.;Negativo
Este ministro só está na pasta da educação para pressionar a aprovação da reforma da previdência. Desde que assumiu não apresentou projetos, somente cortes orçamentários.;Negativo
Daqui a pouco o perfil oficial tá fazendo campanha pra reforma da previdência TNC ;Negativo
eu com 20 anos desempregada reforma da previdência quase sendo aprovada tenho ctz que nunca vou me aposentar na vida vou trabalhar até morta obrigada presidente que não vai me deixar nem morrer em paz;Negativo
Babacas! Ridículos! Nós que trabalhamos e não vamos atrás dos esquerdopatas é que pagamos seus salários A previdência precisa da reforma conforme propôs Paulo Guedes #PrevidênciaDoGuedes #Dia14BrasilTrabalha #AGreveFoiUmFiasco;Negativo
Pena q boa parte de td isso vem do Temer, né? Seu hipócrita, votou contra privatizações, era contra a China fazer negócio no Brasil, votou contra a reforma da previdência. Só seu gado acredita em vc, mas o futuro de gado ou é dar leite ou ir pro abate.;Negativo
Ford SB fechando as portas, gasolina aumentou, gás aumentou, reforma da previdência ferrando o povo, começando aparecer os problemas para o povo da reforma trabalhista, e o que está na pauta das conversas no laranjal? Crise na Venezuela... #bolsonaroMENTIU #BolsoLaranjal #meudeus;Negativo
@fernandapsol Explica porque devemos lutar contra a reforma da previdência. #ReajaOuSuaPrevidenciaAcaba;Negativo
Que populismo autoritário cara?? Um presidente populista que quer “comprar “ o povo com reforma da previdência? Ou com austeridade? Ou com liberação de armas?? Esse fascismo imaginário tá foda...😏;Negativo
Não Vocês derrubaram o veto presidencial porque querem defender seus próprios rabos quando forem pegos. Se fosse realmente A CASA DO POVO APROVARIA A REFORMA DA PREVIDÊNCIA E O PACOTE ANTI CRIME DO MINISTRO MORO. #AlcolumbreTraidorDaPatria;Negativo
reforma da previdência q o lula fez ao assumir e grande parte dos trabalhadores q poderiam se aposentar agora e nao conseguem ngm fala né blz essa reforma ajudou com q plinio arruda criasse o psol pq viu desde aquela época q ia dar merda;Negativo
A reforma da previdência é muito pior do que se imagina quando vista com olhar técnico. Não se enganem, ninguém será poupado, nem os já aposentados. #ReajaOuSuaPrevidênciaAcaba;Negativo
Presidente, sou seu eleitor, mas não posso aceitar sua incoerência. O senhor quando Deputado era frontalmente contra a Reforma da Previdência. O que mudou? O senhor foi para reserva como capitão, segundo informações aos 33 anos. Pode isso Presidente? agora o senhor quer 65 anos?;Negativo
Taí, enfim concordamos em algo comum. O futuro do povo pobre depende dessa desgraça de reforma da Previdência. Se ela for aprovada, morte aos pobres, se for reprovada, teremos uma oportunidade de continuar lutando pela vida!;Negativo
STF ESTÁ NEGOCIANDO REFORMA DA PREVIDÊNCIA PARA DEIXAR O JUDICIÁRIO DE FORA PQ O JUDICIARIO TEM VERBA PRÓPRIA MAS SAI DO ORÇAMENTO DA UNIÃO , AONDE O POVO PAGA PELA MORDOMIA DESTES MEMBROS ...VCS PENSAM QUE POVO E BURRO ?;Negativo
É reforma da previdência, não do triplex. E o Lula tá preso, babaca.;Negativo
@jairbolsonaro Ele tá nos fodendo com a reforma da previdência (a qual era contra na camapanha🤔)e vai gastar 700 milhões pra mudar cédulas❓A República das Antas é sem noção mesmo. #jairbolsonaro #ImpeachmentBolsonaro;Negativo
NÃO NÃO A REFORMA DA PREVIDÊNCIA NÃO NÃO A REFORMA DA PREVIDÊNCIA. ;Negativo
Não vai rolar CPMF, Bolsonaro é contra, assim como era contra a reforma da previdência. Safado demagogo ;Negativo
Que tal você apoiar a REFORMA DA PREVIDÊNCIA então, GÊNIO? Como vai ter INVESTIMENTOS se não aprovar?!;Negativo
"""Esses que foram"" , ""Vergonha dessa gente"" , belo tratamento para brasileiros, mães e pais de familias,idosos .... As pautas era mp 870, lava toga, reforma da previdência etc. Essas suas pautas são mentirosas e vc sabe disso.";Negativo
Sai de cima da Reforma da Previdência, porr@!;Negativo
Abro o Twitter hoje e para a minha surpresa deputados culpando o bolso se não for aprovada a #reformadaprevidencia . Mas é muita picaretagem. @DeputadosDEM @camaradeputados @RodrigoMaia @AlexisFonteyne;Negativo
A Marinha não quer entrar na Reforma da Previdência, a Aeronáutica também não, o Exército muito menos, o Judiciário nem pensar, os políticos jamais e VOCÊ quer, sua topeira? Politize-se! É por causa da tua alienação que toda classe trabalhadora vai se ferrar.;Negativo
Boulos, ladrãozinho de terras aleias, toma vergonha na cara. reforma da previdência tira o povo das mãos de vocês, pq traz empregos, isso vocês psolepretalhadas não querem . Vagabundos, canalhas etc;Negativo
Com reforma da Previdência, maioria dos homens vai se aposentar aos 77 anos. #SenadoDigaNãoàReforma;Negativo
"Agora vocês entendem o porque da reforma da previdência? ""Chega de tributar a Folha de pagamento"" hoje o empregador representa a maior parte da contribuição previdenciária e chamam de ""tributo"" querem baratear a folha de pagamento para aumentar os lucros . #reformaéfraude";Negativo
Respeitar um safado, mentiroso e vagabundo, se aposentou com 33 anos, falou que era contra a reforma da previdência e agora vem com a reforma da previdência e diz amem para os políticos corruptos, se ta de brincadeira, vou respeitar olha ai #EiBolsonaroVaiTomarNoCu #naoreforma;Negativo
Falou o ser que quando era presidente e queria a sua própria reforma da previdência, ousou chamar os aposentados de vagabundos, o povo brasileiro tem memória curta senho FHC, mas não são todos, eu me lembro muito bem daquela sua entrevista e muitos outros também devem lembrar.;Negativo
"Esse é o deputado federal Alceu Moreira do MDB - RS. Disse em entrevista que para Bolsonaro conseguir a reforma da previdência terá q voltar o ""DANDO QUE SE RECEBE. O TOMA LÁ DA CÁ!!. Vamos fazer essa figura da velha política ficar conhecida. Canalha!!! ";Negativo
Hoje o Presidente que está cortando verba das universidades estará no #ProgramaSilvioSantos defendendo a Reforma da Previdência que favorece os militares. Segundo a chamada, Silvio Santos está rindo a toa... ;Negativo
Quando essa maracutaia criminosa vai ter um fim? Os criminosos vão ser punidos? Enquanto isso, a prisão em segunda instância é retirada do pacote Anticrime, deputados nefastos votam contra a Reforma da Previdência e nossa paciência totalmente acabada.;Negativo
Se vcs deputados e senadores aprovarem esta reforma da previdencia vcs estaram punindo o povo que acorda cedo pra buscar o pao pra familia se liguem;Negativo
Alguém avisa a @FordBrasil que a reforma da previdência vai ser aprovada e os empregos surgirão magicamente.;Negativo
Hoje eu tava na paulista, aí tinha uma bancada “somos a favor da reforma da previdência, querem conversar?” pensei: “será que eles falam algo de bom?” aí olhei pro lado varios homens brancos de olhos azuis, um deles com uma camiseta laranja do Novo. Revirei os olhos e saí.;Negativo
Ué, até ontem a reforma da previdência salvaria o país... ;Negativo
A senhora é que não faz a menor ideia dos impactos macroeconômicos da atual previdência e de não se aprovar a proposta de reforma. Procure se informar com quem entende do assunto, como @pfnery e @goescarlos Boa noite, tia!;Negativo
👁👁👁👁Estudantes do Ceja em Confresa debatem Reforma da Previdência😡😡😡😡😡 Saiba mais https://goo.gl/S34f3Z;Negativo
Vc ser contra a reforma da previdência ok, agora dizer que não existiu mensalão aí já é de mais;Negativo
Pior que a chamada da matéria é esse bando de analfabeto funcional que entra aqui para falar mal de um governo q se vê obrigado a fazer concessões para garantir uma reforma q hoje é imprescindível ao Brasil. #reformadaprevidencia;Negativo
Essa muié poderia tá roubando, assaltando... mas tá fazendo tudo isso de uma forma diferente e dentro da lei. É isso aí que é contra a reforma da Previdência. ;Negativo
Somos favoráveis a uma reforma da previdência, más ñ essa proposta pelo vagabundo banqueiro paulo guedes! A nossa é proposta junto com uma reforma tributária, já pra por parte do sacrifício no lombo dos bilionários mesmo! ;Negativo
Tranquilize a população brasileira também sobre termos 1 TRILHÃO na reforma da previdência, e não PERMITA esse joguinho de poder do Centrão. O povo está de olho e 2022 chega rápido.;Negativo
Dizer que o corte de verbas na Educação Básica e no ensino superior só não ocorrerão se houver a reforma na Previdência é o auge da perversidade. Não caiam nessa.;Negativo
Já reparou que tu vives com a rola na boca? Só fala nisso. Calma, bebê! Teu presidente acabou de enfiar uma reforma da previdência em que vais morrer trabalhando. Ah, não! Tu vais falar pra ele que votaste nele e tem que ficar fora da reforma.;Negativo
Dia 26 NÃO é para invadir o congresso, NÃO é para fechar STF, NÃO SOMOS FORA DA LEI! Dia 26 é pelas pautas do BRASIL!🇧🇷: - Reforma da previdência e tributária. - Lava Toga. - MP 868 e 870. - Pacote anticrimes do Moro. - Dia 26 é apoio ao BRASIL! #SóAcho Somos patriotas!🇧🇷🙏💪🇧🇷;Negativo
Afeta a economia do Brasil porque voce liberou 223,8 milhões para acolher venezuelanos. Não tá parecendo que a economia do Brasil tá ruim, conclusão reforma da previdência para salvar a economia é conversa fiada.;Negativo
Puta merda, já está chato esse negócio de briguinhas no twitter, pelamor, vão fazer campanha pra aprovar a reforma da previdência! Que desperdício de tempo! Agora tudo que o homem fala é conspiração, estão subestimando minha inteligência!!!;Negativo
Bozonazi tá tão desesperado pra conseguir a aprovação da nefasta reforma da previdência que até virou amigo dos jornalistas, promovendo um cafezinho pra eles... Que coisa patética! Tem quem se comova com isso?!;Negativo
A desculpa da reforma da previdência é de que a conta não fechava, aí isentam os patrões da contrição patronal. Esse governo só quer ferrar o trabalhador mesmo.;Negativo
Só assim essas desgraça entendem e passam apoiar a reforma da previdência...;Negativo
Quando é que vai sobrar tempo para falar da reforma da Previdência Pimenta? Pelo amor de Deus cara, você já está sacaneando. Se passar um Bozinho alí na frente você já sai correndo atrás dele. Para com isso mano, se concentra no tema mais importante do país. É todo dia isso cara;Negativo
Eu já falei varias vezes q respeito seu trabalho. Verdade, mas não adianta dar explicações mirabolantes. Todos já perceberam q a reforma da Previdência aprovada até agora não é a que o país precisa. Não é também o que o governo (presidente) prometeu. #ReformaSemPrivilegios;Negativo
#AscomVander Você sabia que a #ReformaDaPrevidência vai fazer você trabalhar mais do que precisa? https://youtu.be/p8XXDeei42k #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba;Negativo
Tomar no cu a reforma da previdência e o Abel;Negativo
VAMOS criar uma hastag contra a reforma da previdência e bombar nas redes.;Negativo
Desemprego subiu,dólar subiu,ministério da educação parece a casa da mãe Joana,reforma da previdência que continha dando vantagens para militares e você me vem com essa porra de listinha sua retardada?;Negativo
Reforma da Previdência - Bolsonaro disse que não vai articular - Guedes disse que não vai articular - Maia disse que não vai articular - Alcolumbre só reclamou que os governadores não se envolvem Prioridade do governo no discurso. Na prática, um rojão que ninguém quer segurar;Negativo
#SomosTodosGenerais reforma da previdência só com os mesmos benefícios que os militares. #NaoAReformaDaPrevidencia;Negativo
Querendo ganhar simpatia do povo com a morte de outro. Lute pelo seu país. Tenha vergonha na cara. Aprove a reforma da previdência 🤬🤬🤬;Negativo
Acabou o dinheiro meu irmão. A petralhada levou tudo. Se não aprovar a reforma da previdência do Paulo Guedes, daqui uns anos não existirá mais nada. Poxa vida, tem que desenhar? #Dia26EuVou;Negativo
MULHERES CONTRA A REFORMA DA PREVIDENCIA DE BOLSONARO deputada Benedit... https://youtu.be/Z3ql07NarlI via @YouTube;Negativo
Reforma da previdência, Temer, 65 anos, Temer, gente boa e gente corrupta temer .......... Algum tempo depois, reforma justa. Reforma justa aposentadoria a partir de 65 anos. ... Faltou a fala: porra Temer,... https://www.facebook.com/100000002398279/posts/2392900454053344/;Negativo
@jairbolsonaro Querido Presidente! Essa MP da Reforma da Previdência eh uma vergonha! Vcs tem que cobrar a dívida de quem realmente está devendo aos cofres. Não rasguem os direitos sociais da CF, os maiores prejudicados serão novamente os hipossuficientes.;Negativo
Parte significativa da grande mídia fechou os olhos nas eleições para que o atual Presidente da República pudesse ser eleito. Tudo por causa da famigerada e desnecessária reforma da previdência.;Negativo
É sério que tem gente, mesmo com a mínima capacidade mental que não acredita ser necessário a reforma da previdência?;Negativo
Maia pode esquecer!! Não vai ter toma lá dá cá. Nós sairemos as Ruas até eles aprovarem a Previdencia, Reforma Tributária e Pcte Anti crime.;Negativo
Bem explanado o modus operandi da conspiração q aprofundou a crise no BR, agora tentam à toque d caixa a aprovação d reforma d previdência, porque a reforma trabalhista não impulsionou a economia, ao contrário engessou mais ainda, flexibilizou os direitos, mas o consumo é ínfimo!;Negativo
Não, isso não tem como negar, mas claramente há muito mais que pode ser feito, só do Paulo Guedes estar no governo é um sério indicativo disso e tem que ser levado em conta. Por isso me mantenho cauteloso até a reforma da previdência.;Negativo
Esses políticos burros não conseguem acompanhar as ideias e mudança da Reforma da Previdência!! Aja paciência!! 🤪;Negativo
"Sai dessa mano. Ninguém com o mínimo de bom senso acredita em salvadores da pátria. E se eles fossem ""traidores"", não estariam lutando pra aprovar a reforma da previdência";Negativo
Reforma da previdência ataca os pobres e trabalhadores e protege políticos ;Negativo
Aprovar uma reforma com 65 anos é no minimo falta de humanidade” Canalhas e o filho do Bolsonaro também era contra à Reforma da Previdência! Mentirosos, aqui se faz aqui se paga. ;Negativo
más se vcs não tivesse idos as ruas, michel temer seria só vice, más não queria acabar com o pais de uma vez, receberam o primeiro tiro da reforma da previdençia com o michelzão, (ladrão, más o bozo puxou a mesma ficha(mito) e ainda são inteligente, tudo que o bozo fez até......;Negativo
